id,id_cliente,producto,cantidad,precio,fecha,region,canal,descuento_pct,costo_unitario
28,5132,C,4,43.57,2023-02-23,Este,Online,7.7,20.6
29,5100,A,0,275.84,2023-08-07,Norte,Distribuidor,0.7,174.55
30,6237,C,3,129.7,2023-06-06,Este,Online,15.0,64.45
31,5727,A,0,422.36,2023-07-04,Oeste,Tienda,4.1,285.65
32,1789,A,9,192.9,2023-06-29,Oeste,Online,2.8,90.7
33,8483,A,19,138.71,2023-04-14,Este,Tienda,9.4,69.73
34,256,A,15,311.23,2023-10-21,Este,Distribuidor,9.6,175.16
35,4901,C,3,452.29,2023-10-26,Este,Tienda,4.2,290.76
36,5885,E,6,166.81,2023-09-07,Sur,Distribuidor,8.2,113.81
37,7652,D,12,91.55,2024-01-07,Norte,Tienda,8.0,36.3
38,8528,D,2,261.7,2023-10-04,Este,Online,12.9,153.2
39,3202,E,0,327.81,2023-11-06,Norte,Distribuidor,13.9,201.62
40,6311,A,10,141.36,2023-05-01,Norte,Tienda,5.7,42.55
41,5860,E,3,358.04,2023-11-11,Norte,Tienda,12.6,176.07
42,3458,D,5,31.12,2023-11-23,Oeste,Online,10.7,11.06
43,7488,D,6,95.76,2023-04-24,Oeste,Mayorista,0.9,60.56
44,2395,A,12,458.82,2023-06-19,Centro,Tienda,3.9,180.56
45,3455,B,4,167.05,2023-08-03,Este,Mayorista,8.8,53.62
46,5636,D,18,431.3,2023-04-08,Este,Mayorista,1.4,246.19
47,5681,D,18,405.63,2023-06-01,Sur,Distribuidor,0.9,183.32
48,1015,E,19,358.93,2023-11-15,Oeste,Online,7.0,234.38
49,5149,B,20,49.41,2023-02-28,Oeste,Mayorista,1.4,16.18
50,10075,D,6,428.04,2023-07-07,Oeste,Mayorista,10.8,295.08
51,2563,B,9,350.58,2023-08-08,Norte,Tienda,6.2,180.9
52,9424,B,5,331.15,2023-09-24,Este,Online,5.4,160.61
53,10093,E,20,97.88,2023-06-13,Centro,Mayorista,5.5,64.78
54,9261,A,10,87.78,2023-11-25,Oeste,Mayorista,13.0,37.64
55,9773,D,14,139.04,2023-07-01,Oeste,Mayorista,4.7,50.74
56,8407,C,19,338.23,2023-08-12,Sur,Online,6.4,156.65
57,5687,B,1,387.38,2023-02-11,Norte,Tienda,2.5,213.43
58,4021,D,16,116.13,2023-07-02,Sur,Mayorista,2.7,48.84
59,8378,C,10,111.17,2023-12-13,Este,Distribuidor,4.3,55.87
60,10301,E,13,119.38,2023-04-13,Centro,Online,5.4,53.56
61,4692,B,19,111.49,2023-06-24,Sur,Mayorista,2.6,36.3
62,1035,D,9,247.64,2023-08-04,Norte,Distribuidor,14.3,145.98
63,10492,C,4,284.71,2023-08-29,Norte,Mayorista,7.1,121.96
64,1727,A,1,13.51,2023-01-20,Sur,Tienda,2.4,8.86
65,2292,C,10,108.78,2023-02-24,Sur,Tienda,12.9,50.8
66,8390,B,6,116.11,2023-10-12,Este,Mayorista,1.5,80.17
67,2692,B,7,207.6,2023-07-31,Sur,Tienda,4.4,88.81
68,7780,A,20,57.67,2023-05-17,Este,Tienda,12.5,26.36
69,8906,E,15,431.63,2023-09-14,Norte,Tienda,10.2,239.79
70,9921,D,5,54.71,2023-10-02,Este,Online,2.9,20.24
71,6443,C,11,99.14,2023-08-01,Centro,Tienda,3.1,58.19
72,9219,A,2,354.32,2023-06-24,Oeste,Tienda,8.5,141.35
73,3281,C,3,353.09,2023-05-31,Este,Mayorista,2.1,242.51
74,9162,B,13,366.14,2023-11-19,Oeste,Tienda,13.2,238.55
75,5403,E,0,217.6,2023-04-30,Norte,Distribuidor,7.6,150.42
76,9826,D,0,363.51,2023-12-23,Centro,Distribuidor,7.4,191.79
77,6423,E,19,286.9,2023-04-22,Centro,Tienda,15.0,200.62
78,2021,E,20,444.02,2023-05-29,Centro,Distribuidor,4.1,154.11
79,3842,E,2,481.79,2023-12-23,Norte,Tienda,2.1,162.08
80,5519,E,10,60.97,2024-01-25,Oeste,Online,13.5,40.76
81,3453,B,6,169.95,2023-08-31,Norte,Online,7.6,106.38
82,9905,E,13,203.91,2023-08-10,Centro,Mayorista,12.2,129.14
83,4401,D,2,110.2,2023-03-24,Norte,Tienda,10.7,63.65
84,5809,C,2,432.3,2023-12-25,Centro,Mayorista,12.6,165.44
85,10054,C,11,467.76,2024-01-19,Sur,Tienda,0.3,206.5
86,8115,B,1,37.87,2023-12-15,Norte,Online,6.9,20.04
87,680,E,20,280.83,2023-10-24,Este,Distribuidor,9.1,152.54
88,5436,B,9,434.49,2023-05-11,Sur,Online,1.5,228.95
89,5463,B,3,87.7,2023-06-26,Centro,Distribuidor,0.7,31.18
90,81,A,16,379.51,2023-10-10,Norte,Mayorista,0.7,201.03
91,10139,A,10,294.45,2023-06-04,Norte,Mayorista,0.0,181.09
92,9149,B,2,177.59,2023-12-12,Este,Distribuidor,9.4,104.08
93,9854,D,7,345.58,2023-05-11,Norte,Online,2.6,160.62
94,7410,B,8,72.15,2023-12-25,Centro,Online,4.3,27.76
95,6519,B,9,11.49,2023-05-10,Norte,Tienda,6.8,6.7
96,4530,E,7,73.42,2023-12-25,Oeste,Mayorista,11.3,27.48
97,7087,A,5,254.04,2023-10-19,Norte,Tienda,2.5,107.37
98,6295,B,8,197.95,2024-02-04,Centro,Tienda,9.1,98.04
99,2645,E,14,8.97,2023-12-28,Norte,Distribuidor,10.1,3.98
100,1664,E,10,416.35,2023-02-09,Norte,Distribuidor,5.1,160.42
101,1922,C,4,222.73,2023-04-15,Sur,Distribuidor,9.0,66.97
102,6378,B,20,30.46,2023-08-28,Oeste,Mayorista,8.3,11.33
103,6026,D,2,103.16,2023-03-12,Norte,Tienda,4.8,40.86
104,407,C,5,8.66,2023-07-15,Centro,Distribuidor,4.1,5.24
105,1101,A,7,99.47,2023-02-21,Este,Tienda,8.9,49.86
106,9998,C,17,148.89,2023-03-22,Sur,Distribuidor,9.8,56.43
107,6029,A,6,154.8,2023-10-31,Centro,Tienda,15.0,86.19
108,5099,B,3,347.25,2023-02-08,Este,Distribuidor,9.6,131.4
109,6213,B,2,218.89,2023-07-25,Este,Distribuidor,13.2,127.47
110,5386,C,9,46.32,2023-03-28,Sur,Online,3.2,30.23
111,3545,C,16,416.21,2024-01-07,Sur,Distribuidor,11.4,219.45
112,4189,C,13,300.06,2023-08-13,Oeste,Mayorista,8.2,209.86
113,3625,E,3,176.53,2023-09-12,Norte,Distribuidor,4.4,120.37
114,4726,A,6,48.73,2023-06-15,Este,Tienda,2.3,19.71
115,7541,D,0,254.0,2023-06-21,Norte,Tienda,6.0,90.6
116,10394,C,6,15.36,2023-10-20,Norte,Mayorista,1.5,4.71
117,5673,D,19,67.06,2023-04-13,Oeste,Mayorista,2.5,45.13
118,1215,C,12,97.81,2023-12-17,Este,Mayorista,3.0,48.37
119,8351,E,15,325.7,2023-08-10,Oeste,Mayorista,5.8,179.73
120,3047,D,16,196.27,2023-12-30,Sur,Tienda,13.4,65.87
121,3809,D,4,107.03,2023-11-11,Centro,Online,12.2,67.64
122,20,D,13,89.65,2023-03-03,Centro,Distribuidor,1.1,57.62
123,4639,C,17,313.43,2023-03-03,Este,Distribuidor,5.3,213.24
124,6813,E,6,370.81,2023-05-25,Centro,Mayorista,14.6,133.53
125,480,B,16,410.47,2023-03-22,Centro,Distribuidor,8.5,239.83
126,1174,A,2,156.89,2023-10-17,Oeste,Distribuidor,1.0,105.78
127,10077,B,6,89.01,2024-01-10,Este,Distribuidor,7.9,28.34
128,8965,D,1,254.82,2023-10-19,Norte,Online,0.8,148.15
129,3647,A,15,146.37,2023-02-10,Sur,Tienda,2.1,56.36
130,2277,C,16,452.46,2023-11-23,Centro,Mayorista,10.5,284.29
131,2283,A,4,298.31,2023-08-26,Sur,Online,3.0,183.69
132,3974,B,17,188.99,2023-04-24,Sur,Mayorista,1.0,109.52
133,3951,E,19,315.11,2023-09-12,Oeste,Online,8.1,177.9
134,9857,D,17,82.88,2023-07-19,Oeste,Online,3.7,25.12
135,9034,B,5,358.57,2023-10-31,Oeste,Distribuidor,4.9,151.26
136,4264,C,12,399.14,2023-08-24,Este,Online,0.4,184.07
137,381,C,2,194.15,2023-12-13,Centro,Mayorista,12.1,105.96
138,2022,B,14,295.87,2023-01-26,Sur,Tienda,0.9,89.96
139,78,B,7,261.27,2023-10-27,Norte,Mayorista,13.5,138.91
140,9007,D,2,62.51,2023-10-30,Oeste,Online,13.4,19.28
141,5532,C,14,497.87,2023-10-20,Este,Tienda,13.0,205.69
142,2799,B,18,223.3,2023-10-20,Centro,Tienda,2.1,113.44
143,4321,D,3,382.28,2023-02-14,Oeste,Online,14.7,261.72
144,2931,E,1,140.14,2024-01-15,Centro,Mayorista,14.7,48.47
145,7010,E,7,120.16,2023-02-23,Sur,Distribuidor,0.2,79.32
146,5246,A,9,243.98,2023-01-20,Sur,Distribuidor,6.2,88.69
147,6790,E,10,427.25,2023-05-18,Norte,Mayorista,1.9,287.3
148,8751,A,11,109.12,2023-08-09,Sur,Mayorista,7.4,35.93
149,1944,D,8,208.63,2023-07-30,Centro,Mayorista,12.1,71.47
150,3115,A,19,89.45,2023-02-21,Norte,Online,12.5,50.05
151,5545,A,10,263.1,2023-02-20,Centro,Mayorista,7.9,175.3
152,872,A,12,51.41,2023-03-09,Sur,Mayorista,3.7,22.37
153,9701,B,16,485.98,2023-09-19,Centro,Tienda,1.5,198.41
154,789,B,4,271.24,2023-06-22,Oeste,Online,12.2,124.67
155,6268,D,4,200.63,2023-02-18,Oeste,Online,6.9,132.1
156,9090,E,14,280.22,2024-01-30,Oeste,Tienda,8.2,179.76
157,3257,B,17,422.66,2023-06-07,Oeste,Distribuidor,11.2,185.65
158,1454,D,8,11.25,2023-04-30,Norte,Tienda,2.8,5.7
159,1547,C,2,111.71,2023-09-19,Sur,Mayorista,9.4,71.75
160,4930,C,0,370.29,2024-01-25,Este,Mayorista,5.7,179.88
161,10270,C,4,296.41,2023-10-16,Oeste,Online,4.5,199.43
162,258,E,2,381.56,2023-08-20,Oeste,Online,3.7,169.37
163,1003,C,19,132.87,2023-02-15,Norte,Online,9.4,51.26
164,7263,A,12,389.15,2023-09-02,Norte,Distribuidor,10.5,133.29
165,6586,D,8,280.4,2023-06-09,Centro,Online,11.9,193.35
166,9820,E,4,263.49,2023-06-08,Centro,Tienda,7.7,135.39
167,9406,B,4,199.63,2024-02-04,Este,Mayorista,13.5,64.34
168,6061,D,9,222.77,2024-01-23,Oeste,Online,1.2,86.65
169,9351,D,6,207.91,2023-03-20,Norte,Tienda,6.1,141.41
170,4465,A,9,294.19,2023-09-02,Sur,Online,1.0,161.7
171,1025,D,12,222.25,2023-09-27,Oeste,Online,12.3,78.6
172,8939,E,17,397.92,2023-04-21,Este,Mayorista,10.9,266.23
173,836,D,9,404.31,2023-01-21,Este,Distribuidor,1.3,266.23
174,2604,D,10,416.69,2023-06-27,Oeste,Mayorista,1.5,196.41
175,6473,A,14,197.93,2023-06-21,Oeste,Tienda,14.6,124.47
176,2300,A,15,24.3,2023-02-23,Centro,Tienda,10.4,13.37
177,9286,E,11,99.92,2023-08-05,Oeste,Online,12.1,65.32
178,2989,B,10,183.96,2023-06-26,Oeste,Distribuidor,1.2,57.27
179,3894,E,19,97.83,2023-11-27,Este,Tienda,12.6,45.7
180,8258,E,20,218.4,2024-01-15,Sur,Tienda,12.3,83.35
181,2377,D,19,84.72,2023-10-04,Este,Online,2.0,54.83
182,55,B,7,36.95,2023-10-26,Centro,Online,0.1,11.29
183,121,D,15,28.48,2023-06-26,Centro,Mayorista,12.5,19.02
184,9294,A,0,332.39,2023-06-05,Norte,Mayorista,6.5,197.54
185,2426,E,14,417.88,2023-09-08,Norte,Tienda,9.2,227.42
186,2344,E,14,342.69,2023-10-16,Norte,Mayorista,5.9,156.94
187,1115,A,18,389.98,2023-09-22,Sur,Distribuidor,13.2,199.77
188,8861,D,4,97.9,2023-10-28,Oeste,Tienda,6.2,36.96
189,7293,A,15,337.53,2023-08-22,Oeste,Mayorista,2.8,156.76
190,9348,D,5,354.77,2023-11-15,Norte,Mayorista,12.8,206.8
191,10364,E,17,308.99,2024-01-09,Norte,Mayorista,1.4,109.79
192,5373,D,14,417.05,2023-01-19,Este,Tienda,11.9,259.34
193,7742,A,10,172.23,2023-06-14,Oeste,Online,4.0,109.72
194,8754,E,17,44.77,2023-12-04,Oeste,Distribuidor,7.7,24.03
195,6030,B,3,432.65,2023-10-21,Norte,Online,7.9,140.57
196,4561,C,2,419.77,2023-03-28,Norte,Tienda,3.6,266.35
197,8814,E,6,429.94,2024-01-18,Sur,Tienda,14.0,182.41
198,4800,D,9,198.25,2023-09-30,Oeste,Online,11.9,126.14
199,3031,D,5,111.75,2023-04-27,Sur,Tienda,7.5,59.02
200,3964,C,9,156.38,2023-07-23,Centro,Mayorista,12.1,62.49
201,2927,E,1,418.37,2023-06-14,Este,Distribuidor,8.4,142.53
202,7545,A,6,402.08,2024-02-05,Oeste,Tienda,8.6,132.85
203,9358,E,20,307.36,2023-05-23,Oeste,Distribuidor,6.3,149.42
204,9777,A,3,289.26,2024-01-21,Norte,Online,10.7,127.4
205,2671,B,12,162.66,2023-02-05,Norte,Tienda,2.1,50.48
206,7433,C,18,380.26,2023-07-11,Norte,Tienda,12.1,230.46
207,4880,D,11,140.72,2024-01-29,Oeste,Online,0.6,93.3
208,7354,C,15,448.51,2023-08-11,Sur,Online,0.3,154.94
209,5232,E,5,272.63,2023-04-19,Centro,Tienda,4.8,131.9
210,1926,D,20,373.42,2023-12-29,Oeste,Tienda,14.5,211.36
211,3027,B,6,7.38,2024-01-10,Este,Online,12.5,2.63
212,7627,C,15,446.13,2023-08-04,Oeste,Distribuidor,9.2,182.2
213,6159,C,17,197.04,2023-04-15,Sur,Mayorista,1.8,119.2
214,8280,E,13,145.04,2023-11-06,Centro,Tienda,13.3,69.11
215,7803,D,9,434.77,2023-06-26,Centro,Mayorista,10.2,206.77
216,6091,C,9,200.27,2023-02-14,Centro,Online,4.2,96.0
217,3967,B,17,136.36,2023-12-01,Centro,Mayorista,1.4,59.77
218,3008,B,15,335.18,2023-06-17,Norte,Tienda,8.3,164.98
219,6444,A,20,124.06,2023-05-21,Este,Distribuidor,10.0,59.12
220,7290,E,6,470.68,2023-08-17,Norte,Tienda,2.9,239.83
221,7190,D,5,427.02,2023-09-07,Centro,Distribuidor,14.5,277.54
222,8837,D,16,255.23,2023-08-13,Este,Online,14.3,110.31
223,499,D,10,334.02,2023-10-01,Este,Distribuidor,2.6,210.16
224,6640,C,13,108.57,2023-02-17,Centro,Distribuidor,12.9,66.09
225,5672,A,4,120.19,2023-05-31,Norte,Online,10.7,42.08
226,10089,E,15,253.39,2023-01-25,Centro,Distribuidor,9.9,119.32
227,1771,D,8,460.76,2023-07-29,Norte,Tienda,7.4,285.65
228,5734,D,19,285.5,2023-08-26,Norte,Tienda,14.9,178.7
229,5485,B,5,187.95,2023-07-18,Este,Tienda,11.1,76.15
230,6322,C,11,478.62,2023-03-20,Centro,Mayorista,10.8,251.03
231,3206,D,3,460.19,2023-10-06,Sur,Online,0.1,288.31
232,2607,A,14,400.06,2023-02-12,Sur,Tienda,7.5,129.6
233,1348,E,19,374.63,2023-01-27,Norte,Mayorista,6.6,215.15
234,5454,B,15,183.16,2023-05-29,Sur,Online,8.4,71.72
235,9936,A,4,38.8,2023-10-09,Sur,Distribuidor,5.9,24.24
236,4304,C,7,313.72,2023-10-28,Centro,Tienda,7.9,143.06
237,8454,B,15,407.43,2023-03-12,Centro,Distribuidor,13.4,205.42
238,5488,A,15,216.36,2023-11-28,Sur,Distribuidor,0.8,77.34
239,4897,E,19,199.22,2023-05-22,Este,Tienda,9.0,90.02
240,461,E,14,288.97,2023-04-12,Norte,Distribuidor,2.2,184.31
241,4768,E,10,205.71,2023-09-30,Centro,Distribuidor,2.7,83.73
242,4924,A,7,197.48,2023-03-14,Centro,Mayorista,12.0,113.54
243,703,D,5,291.71,2023-06-06,Centro,Online,10.3,184.04
244,9649,B,2,260.26,2023-03-12,Norte,Online,14.4,85.78
245,1579,E,20,493.92,2023-07-01,Norte,Online,5.7,203.28
246,5320,D,3,148.87,2023-12-09,Este,Online,14.9,73.75
247,21,D,14,384.37,2023-09-01,Este,Tienda,9.2,230.76
248,3370,A,13,92.07,2023-09-01,Sur,Mayorista,11.4,44.72
249,4702,D,13,123.72,2023-05-12,Centro,Mayorista,6.3,86.43
250,3592,B,1,43.43,2023-03-13,Sur,Online,8.2,24.56
251,5800,D,7,406.45,2024-01-02,Oeste,Distribuidor,3.5,243.38
252,8979,A,5,174.71,2023-11-14,Oeste,Mayorista,11.4,94.52
253,10040,B,4,212.68,2023-05-19,Sur,Tienda,13.7,121.68
254,1310,E,11,78.88,2023-09-14,Centro,Online,11.0,28.98
255,3376,A,17,15.38,2023-05-17,Norte,Online,13.8,9.34
256,7658,D,13,15.27,2023-01-30,Oeste,Distribuidor,12.5,8.88
257,3055,C,9,421.62,2023-12-31,Este,Mayorista,11.0,286.62
258,5340,A,14,328.77,2023-02-22,Sur,Tienda,5.6,197.88
259,6803,B,15,401.21,2023-03-01,Norte,Online,4.5,182.5
260,4845,B,13,162.06,2023-10-20,Este,Distribuidor,7.9,72.68
261,3502,E,0,355.83,2023-01-08,Sur,Mayorista,8.3,155.85
262,7803,B,6,71.94,2023-12-22,Oeste,Mayorista,0.5,26.97
263,10385,D,4,40.12,2023-06-06,Sur,Tienda,11.2,14.81
264,9008,E,5,391.72,2023-10-08,Norte,Distribuidor,3.7,270.42
265,10445,A,15,157.24,2023-07-13,Centro,Mayorista,8.7,86.2
266,10334,C,12,62.92,2023-04-23,Sur,Mayorista,6.2,23.63
267,5461,A,5,395.16,2023-02-09,Norte,Distribuidor,0.1,125.53
268,68,B,4,24.84,2023-03-07,Norte,Mayorista,3.5,14.9
269,697,E,7,273.19,2024-01-03,Este,Distribuidor,14.8,87.34
270,9360,D,9,266.53,2023-07-16,Norte,Distribuidor,1.7,170.49
271,1510,B,17,146.57,2023-05-15,Oeste,Mayorista,13.5,79.96
272,1633,B,15,385.64,2023-10-18,Norte,Distribuidor,6.3,124.68
273,6601,E,20,259.87,2023-07-06,Oeste,Distribuidor,11.7,96.96
274,3226,B,0,64.95,2023-06-28,Norte,Online,10.3,42.86
275,5575,B,6,12.73,2024-01-15,Oeste,Tienda,14.0,7.36
276,5726,A,8,81.47,2023-12-05,Oeste,Mayorista,11.7,45.16
277,5144,D,9,218.48,2023-10-02,Oeste,Distribuidor,7.0,133.12
278,4168,C,3,208.81,2023-03-26,Centro,Mayorista,0.1,63.06
279,222,B,3,419.26,2024-01-25,Oeste,Mayorista,2.9,211.4
280,8014,D,0,367.17,2023-05-04,Centro,Online,2.9,136.65
281,5327,B,17,424.3,2023-04-25,Oeste,Distribuidor,11.7,280.64
282,2315,B,6,436.11,2023-05-18,Este,Tienda,1.7,178.97
283,7713,D,11,249.44,2023-10-03,Oeste,Distribuidor,1.2,144.51
284,827,E,11,22.69,2023-02-14,Norte,Distribuidor,2.4,13.45
285,8186,E,7,306.15,2023-04-21,Sur,Mayorista,7.6,162.61
286,4673,E,12,32.77,2023-11-25,Oeste,Online,1.3,14.03
287,5696,A,16,318.51,2023-11-29,Norte,Distribuidor,5.6,193.95
288,7552,A,6,167.6,2023-09-18,Sur,Online,14.1,83.21
289,8807,D,8,144.03,2023-10-02,Este,Tienda,1.6,54.62
290,8875,C,16,48.38,2024-01-02,Este,Tienda,8.2,20.49
291,10095,C,12,116.76,2023-06-15,Oeste,Tienda,1.0,75.28
292,7354,A,15,128.55,2023-02-04,Norte,Distribuidor,5.4,59.22
293,5669,D,18,150.79,2023-02-12,Sur,Distribuidor,8.7,50.0
294,624,B,12,269.33,2023-11-28,Oeste,Distribuidor,4.7,172.3
295,9796,A,19,304.71,2023-08-11,Norte,Mayorista,1.7,144.27
296,6361,D,11,10.29,2023-07-26,Norte,Tienda,12.3,6.63
297,3062,A,4,277.57,2023-12-28,Norte,Distribuidor,4.7,131.1
298,3595,A,7,183.72,2023-10-27,Oeste,Mayorista,3.3,69.68
299,6184,E,8,103.12,2023-03-10,Centro,Distribuidor,14.8,34.83
300,6624,C,15,64.44,2023-11-28,Oeste,Distribuidor,3.3,42.57
301,4504,C,12,400.3,2023-12-08,Sur,Online,0.4,249.66
302,9303,B,18,445.98,2023-06-23,Este,Online,0.8,169.14
303,5730,D,17,269.68,2023-07-08,Oeste,Online,3.8,112.17
304,1588,E,1,360.92,2023-09-23,Este,Online,4.4,188.76
305,8952,E,2,123.8,2024-01-22,Sur,Distribuidor,10.9,45.24
306,7419,E,14,423.6,2023-04-18,Este,Tienda,7.5,268.62
307,10262,E,4,405.95,2023-02-10,Centro,Tienda,5.8,198.73
308,8046,A,3,228.7,2023-01-04,Sur,Mayorista,0.7,73.48
309,8052,A,13,436.5,2023-09-13,Este,Mayorista,6.8,304.57
310,1729,A,19,239.49,2023-09-15,Este,Tienda,0.3,77.8
311,252,B,2,438.86,2023-05-03,Norte,Online,10.8,180.16
312,8972,A,8,296.44,2023-02-10,Norte,Online,12.5,180.33
313,9351,E,11,85.02,2024-01-07,Norte,Online,7.0,42.24
314,2413,D,7,136.95,2023-12-30,Oeste,Mayorista,4.8,45.22
315,5084,A,18,216.01,2023-07-11,Centro,Online,3.1,99.12
316,5379,C,14,312.41,2023-09-07,Norte,Tienda,4.4,151.38
317,1945,A,19,303.61,2023-09-19,Sur,Online,14.1,198.93
318,6159,E,3,177.03,2023-08-29,Centro,Distribuidor,8.2,58.1
319,6177,E,19,204.57,2023-03-02,Oeste,Online,10.9,141.41
320,7423,D,16,338.66,2023-12-23,Oeste,Mayorista,6.8,224.21
321,4857,C,13,463.53,2023-11-02,Oeste,Distribuidor,10.0,198.35
322,7602,B,15,247.77,2023-12-21,Centro,Tienda,0.6,120.16
323,557,E,13,367.52,2023-03-10,Sur,Online,11.7,144.8
324,3670,D,8,285.14,2024-01-31,Este,Tienda,13.9,167.54
325,7111,D,16,251.89,2023-06-22,Oeste,Tienda,6.7,140.53
326,8924,C,11,452.83,2023-07-26,Norte,Mayorista,2.3,312.1
327,3443,B,7,71.97,2023-01-02,Este,Distribuidor,10.2,38.4
328,10300,B,0,256.42,2024-01-01,Sur,Mayorista,5.0,154.04
329,8191,A,6,202.18,2023-09-20,Centro,Online,7.5,115.94
330,7187,A,18,301.23,2023-12-22,Centro,Tienda,6.3,113.07
331,1362,B,9,176.17,2024-01-31,Este,Mayorista,9.4,92.52
332,8062,A,14,158.59,2023-11-23,Centro,Mayorista,8.1,72.76
333,2033,B,14,60.34,2023-05-31,Centro,Mayorista,12.4,27.2
334,4196,A,11,105.01,2023-11-12,Este,Tienda,6.3,37.44
335,6420,C,5,482.16,2023-01-06,Centro,Distribuidor,2.5,272.85
336,931,B,7,46.27,2023-02-21,Este,Distribuidor,6.4,15.03
337,10154,A,14,42.93,2023-08-26,Norte,Tienda,4.0,18.61
338,9997,B,19,288.27,2024-01-02,Norte,Distribuidor,12.1,191.42
339,9966,B,0,277.41,2023-03-30,Norte,Online,1.6,144.84
340,6515,B,1,21.02,2023-06-09,Oeste,Tienda,13.0,11.64
341,7761,D,2,122.77,2023-12-28,Este,Tienda,4.2,77.86
342,5660,A,10,185.29,2023-04-04,Sur,Online,14.0,80.81
343,9618,E,9,42.12,2023-02-14,Este,Distribuidor,6.1,13.03
344,3218,E,7,194.01,2023-07-30,Este,Distribuidor,5.0,62.43
345,4827,B,10,134.65,2023-06-12,Norte,Tienda,14.7,45.11
346,5995,D,8,119.35,2023-01-11,Oeste,Distribuidor,9.2,76.11
347,10246,D,15,390.97,2023-09-17,Norte,Online,4.0,165.61
348,5607,E,8,79.1,2023-08-10,Este,Tienda,10.3,33.74
349,5671,A,18,459.1,2023-12-09,Este,Online,14.5,272.68
350,1244,A,8,417.57,2023-07-13,Sur,Online,9.0,168.28
351,6620,B,6,185.18,2023-08-22,Norte,Tienda,0.5,101.35
352,9550,D,5,56.34,2024-01-28,Este,Online,14.5,22.88
353,7735,E,19,357.11,2023-02-20,Centro,Online,9.7,158.9
354,9924,B,12,52.06,2023-05-03,Centro,Online,9.9,32.66
355,6407,B,18,67.9,2023-03-10,Centro,Distribuidor,5.4,40.65
356,1962,B,19,60.01,2023-12-29,Este,Tienda,2.1,36.47
357,3472,D,0,6.29,2023-03-30,Sur,Tienda,7.7,4.18
358,10201,A,11,89.13,2023-08-01,Oeste,Tienda,7.4,41.0
359,9390,E,15,221.17,2023-02-13,Norte,Distribuidor,2.1,150.29
360,2447,E,10,122.39,2023-03-04,Sur,Online,5.4,40.75
361,6117,B,13,127.38,2023-12-31,Centro,Distribuidor,10.8,74.82
362,5801,A,20,350.54,2024-01-30,Este,Tienda,8.6,119.68
363,7313,D,2,334.24,2023-10-09,Sur,Online,1.2,187.24
364,4756,B,17,146.29,2023-02-19,Oeste,Online,5.6,78.87
365,65,C,13,109.91,2023-11-26,Oeste,Online,2.1,64.48
366,3567,C,4,453.58,2023-03-23,Oeste,Online,6.8,294.05
367,3520,B,2,199.41,2023-06-24,Este,Tienda,4.4,139.52
368,8544,C,17,390.04,2023-09-02,Este,Tienda,4.2,189.65
369,1480,B,9,224.18,2023-05-20,Este,Tienda,0.1,108.35
370,4908,D,1,335.53,2023-12-20,Este,Online,11.3,129.77
371,9487,C,4,127.13,2023-06-03,Este,Online,4.2,57.17
372,9450,C,11,475.52,2023-01-03,Centro,Distribuidor,7.2,318.05
373,4323,A,17,249.58,2024-01-16,Este,Distribuidor,0.4,117.6
374,2916,A,0,176.41,2023-12-28,Oeste,Online,2.8,74.15
